content,label
"bugungi kunda transport sohasini tartibga solishga oid yetti yuz dan ortiq normativ-huqukiy hujjatlar mavjud. ushbu hujjatlarni jamlab, yagona transport kodeksini ishlab chiqishni taklif qilaman. transport kodeksi ishlab chiqilsa, ushbu sohani tartibga solish osonlashadi. o’zbekiston respublikasi transport kodeksini ishlab chiqish har jihatdan maqsadga muvofiq. uch ming  bir yuz oltmish to‘rt",5
"tadbirkorlik subʼektlari tomonidan foydalanilgan elektr energiyasi, ichimlik suvi va gaz uchun topshiriladigan oylik hisobotni internet orqali, elektron raqamli imzo yordamida, interaktiv xizmatdan foydalangan holda yuborish, shuningdek, schyot faktura hamda solishtirma dalolatnomalarni interaktiv xizmat orqali olishni yo’lga qo’yishni taklif etaman. ushbu amaliyot yo’lga qo’yilishi tadbirkorlik subʼektlarining anchagina vaqtini tejaydi hamda ortiqcha xarajatlarga chek qo’yadi. shu sababdan, tadbirkorlik subʼektlari ish samaradorligini oshirishga xizmat qiluvchi va vaqtini tejovchi mazkur taklifni qo’llab-quvvatlashni taklif qilaman. uch ming  to‘rt yuz yigirma to‘qqiz",8
"inson hayoti himoya qilinishi kerak bo'lgan eng muhim qadriyatdir. shunga qaramay, odamlar yo'llarda halok bo'lishda davom etmoqda. kundalik hayotda eng ko'p uchrab turadigan yo'l harakati qoidalari buzilishidan biri haydovchilar tomonidan piyodalar o'tish joylaridan o'tish qoidalariga e'tibor bermaslik, xususan, tezlikni pasaytirmaslik va piyodalarning yo'l qismini kesib o'tishiga yo'l qo'ymaslikdir. shu munosabat bilan ushbu huquqbuzarlik uchun birinchi marta huquqbuzarlik uchun kamida besh butun nol bir yil ichida ikkinchi marta sodir etganlik uchun o‘n ehm miqdorida, shuningdek, ikki martadan ortiq huquqbuzarlik sodir etganlik uchun jarima belgilab, javobgarlikni kuchaytirish taklif etilmoqda. yil - haydash huquqidan mahrum qilish. xuddi shunday, yo‘l belgilarining to‘g‘ri holatini ta’minlash, piyodalar o‘tadigan joylarda yo‘l belgilari va svetoforlarning o‘rnatilishiga mas’ul bo‘lgan mansabdor shaxslarning mas’uliyatini oshirish zarur. piyodalarning hayoti va sog'lig'ini saqlash maqsadida qatnov qismini kesib o'tishda ularning xavfsizligini ta'minlash. uch ming  bir yuz yetmish besh",5
"bozorlar hududi yoki yon-atrofidagi avtoturargohlardagi narx-navoni belgilash hamda ulardagi javobgarlikni qayta ko’rib chiqish kerak. masalan, navoiy shahridagi bozorlardagi avtoturargohlarda narx bir ming  besh yuz so’m etib belgilangan. menimcha bu ko’p va bu holat respublikamizning barcha joylarida ham uchrashi tabiiy hol. misol uchun, men shaxsiy avtomashinam bilan avtoturargohga kirib oilamni qoldirib, o‘n daqiqa ham turmasdan chiqib ketdim. menimcha bu summani soatga bo’lib chiqish kerak. deylik, bir soati aniq bir summa. undan tashqari, avtoturargohda “avtoturargoh maʼmuriyati avtomashina hamda undagi jihozlar uchun javobgar emas” deb yozilgan yozuvni ko’ramiz. unda biz, fuqarolar nima uchun ularga pul to’layapmiz? axir har bir avtoturargohda kamida ikkiinchi uchinchi kishi ishlaydi. mening fikrimcha, avtoturargohlarda avtotransportni qoldirish uchun belgilangan summani qayta ko’rib chiqish, javobgarlikni oshirish, to’lov terminallari va videokuzatuv kameralarini o’rnatish kerak. uch ming  sakkiz yuz ellik ikki",8
"o’zbekiston respublikasida davlat oliy taʼlim muassasalarining magistratura bosqichiga hujjat topshirishda talabgordan chet tili bo’yicha yetarli bilimga ega ekanligi to’g’risida sertifikat talab qilinmoqda. chet tili sertifikatiga ega bo’lmagan talabgorlar esa shunchaki davlat oliy taʼlim muassasalarining magistratura bosqichiga hujjat topshira olishmayapti. buning natijasida aksariyat yoshlarimiz xorijiy oliy taʼlim muassasalariga hujjat topshirib, chet el davlatlariga o’qish uchun ketishmoqda. o’zbekiston respublikasi davlat oliy taʼlim muassasalarining magistratura bosqichiga hujjat topshirish uchun chet tili sertifikatini o’zgartirib bo’lmas talab sifatida belgilash, biroz mantiqqa mos kelmaydi. chunki chet tili bo’yicha yetarli bilimga ega ekanligi to’g’risida sertifikatga ega bo’lgan kadr asosan xorijiy oliy taʼlim muassasalariga o’qishga kirishga harakat qiladi va bizning oliy taʼlim muassasalariga o’qishga kirmaydi. bu esa, o’z navbatida, mamlakatimiz salohiyatli kadrlarining o’qish va ishlash uchun xorijiy davlatlarga chiqib ketishiga olib keladi. shuni alohida taʼkidlash joizki, o’zbekiston respublikasi konstitutsiyasining qirq birinchi moddasi birinchi xatboshiga muvofiq, “har kim bilim olish huquqiga ega”. shuningdek, bosh qomusimizning o‘n sakkizinchi moddasida “o’zbekiston respublikasida barcha fuqarolar bir xil huquq va erkinliklarga ega bo’lib, jinsi, irqi, millati, tili, dini, ijtimoiy kelib chiqishi, eʼtiqodi, shaxsi va ijtimoiy mavqeidan qatʼi nazar, qonun oldida tengdirlar”, deb belgilab qo’yilgan. davlat oliy taʼlim muassasalarining magistratura bosqichiga hujjat topshirishda, talabgordan chet tili bo’yicha yetarli bilimga ega ekanligi to’g’risida sertifikatning talab qilinishi esa, o’zbekiston respublikasi fuqarosining bilish olishga bo’lgan konstitutsiyaviy huquqlarini va ijtimoiy adolat prinsipini buzadi. qolaversa, konstitutsiyamizning to‘rtinchi moddasida o’zbekiston respublikasining davlat tili o’zbek tili ekanligi belgilangan. yaʼni, mazkur konstitutsiyaviy normaga asosan, davlat oliy taʼlim muassasalarining magistratura bosqichiga hujjat topshirishda chet tili sertifikati faqat qo’shimcha ustunlik berishi mumkin. yuqoridagilardan kelib chiqqan holda, o’zbekiston respublikasida davlat oliy taʼlim muassasalarining magistratura bosqichida o’qish istagi bo’lgan barcha talabgorlarni imtixon asosida o’qishga qabul qilishni hamda chet tili bo’yicha sertifikatni faqatgina qo’shimcha ustunlik sifatida belgilashni taklif qilamiz. bir ming  sakkiz yuz oltmish bir",7
"shayxontohur tumanining “alisher navoiy” va “labzak” ko’chalari kesishmasida joylashgan chorrahada rekonstruksiya ishlarini olib borish chog’ida mahalliy infratuzilma eʼtiborga olinmadi va natijada chorraha piyodalar uchun xavfli va noqulay bo’ldi. buning asosiy sababi, taʼmirlash ishlari yakunida chorrahaning bir tomonidagi piyodalar o’tish joyining demontaj qilinishidir. piyodalar o’tish joyining demontaj qilinishi oqibatida piyoda yo’lni kesib o’tishi uchun talab etiladigan masofa va vaqt ikki barobarga oshdi. ushbu piyodalar o’tish joyini saqlab qolish muhim. chunki u piyodalar uchun jamoat transporti bekatiga, oziq-ovqat do’konlari va dorixonalarga yetib borish uchun eng qisqa yo’l bo’lib, “o’rda” mahallasidagi aholi orasida aloqani taʼminlab berar edi. masalaning yana bir jiddiy jihati shundan iboratki, piyodalar o’tish joyi demontaj qilinganligiga qaramasdan, piyodalar “o’rda” chorrahasining ushbu joyidan, o’z jonlarini xatarga qo’yib, yo’lni kesib o’tishda davom etishmoqda. taʼkidlash joizki, o’zbekiston respublikasi prezidentining ikki ming  yigirma ikkiinchi yil to‘rtinchi apreldagi pq bir yuz to‘qson -son qarorining birinchi bandiga muvofiq, yo’l harakati ishtirokchilarining “piyoda – jamoat transporti – velotransport – avtotransport” ustuvorligi asosida xavfsiz harakatlanishi uchun ishonchli shart-sharoitlarni yaratish muhim ahamiyat kasb etadi. yuqoridagilardan kelib chiqqan holda, toshkent shahar shayxontohur tumanidagi “alisher navoiy” va “labzak” ko’chalari kesishmasidagi chorrahaga ilgari mavjud bo’lgan barcha piyodalar o’tish joylarini qaytarishni taklif qilamiz. besh yuz sakson olti",5
"deyarli barcha ota-onalar farzandlarini maktabgacha taʼlim muassasalariga joylashtirishadi. bu odatiy holga aylangan. ota-onalar mehnat faoliyatini amalga oshirayotgan paytda, o’z farzandlarini maktabgacha taʼlim muassasasi tarbiyachilariga ishonib qoldirib ketishadi. lekin hozirda ijtimoiy tarmoqlarda tarqalayotgan turli xil videolavhalar orqali maktabgacha taʼlim muassasalari tarbiyachilari tarbiyalanuvchilarga nisbatan qo’pol va hattoki qonunga xilof munosabatda bo’layotganining, tarbiyalanuvchilarga nisbatan jismoniy kuch ishlatayotganligining va tarbiyalanuvchilarga sifatsiz shart-sharoitlar yaratilganligining guvohi bo’lmoqdamiz. bugungi kunda o’zbekistondagi maktabgacha taʼlim muassasalari ikki toifaga, yaʼni davlat tasarrufidagi va xususiy maktabgacha taʼlim muassasalariga bo’linadi. yuqorida sanab o’tilgan salbiy va qonunga xilof holatlarning oldini olish maqsadida xususiy maktabgacha taʼlim muassasalarida videokuzatuv moslamalari o’rnatilgan. shundan kelib chiqib, davlat tasarrufidagi maktabgacha taʼlim muassasalarida ham videokuzatuv moslamalarini o’rnatishni hamda ushbu moslamalarni internet tarmog’i orqali onlayn kuzatishni yo’lga qo’yish maqsadga muvofiq bo’lar edi. yuqoridagilarni inobatga olgan holda, maktabgacha taʼlim vazirligi tomonidan davlat tasarrufidagi maktabgacha taʼlim muassasalarida videokuzatuv moslamalarini o’rnatishni taklif qilamiz. olti yuz o‘n",7
"yurtimizda jamoat transportini rivojlantirish va aholi uchun yana-da qulay qilishi bo’yicha ko’plab ishlar amalga oshirib kelinmoqda. barcha jamoat transporti turlari orasida metropoliten alohida o’rinni egallaydi. xususan, so’nggi yillarda metropolitenning yangi bekatlarini qurish, ularda zamonaviy raqamli texnologiyalardan foydalanishni tashkil etish va metropolitenda aholi uchun qo’shimcha qulayliklar yaratish bo’yicha salmoqli ishlar amalga oshirildi. ammo, shunga qaramasdan, bugungi kunda toshkent metropolitenida mavjud bo’lgan bir dolzarb muammoga yechim taklif qilmoqchiman. so’nggi paytlarda, ijtimoiy tarmoqlar orqali fuqarolarning metropolitenda poyezd relslari tagiga o’zini tashlab suiqasd qilganligiga yoki maʼlum bir sabablarga ko’ra, relslar ustiga yiqilib tushganligiga ko’p marotaba guvoh bo’ldik. haqiqatdan ham metropoliten bekatlarida yo’lovchilarni poyezd relslaridan saqlab turuvchi biror moslama yoki qurilma o’rnatilmagan. masalan, nafaqat suiqasd uyushtirmoqchi bo’lgan insonga nisbatan, balki yo’lovchilar gavjum bo’lgan paytlarda ham metropoliten bekatlarida mavjud xavfsizlik choralari yo’lovchilarning sog’lig’i va hayotini yetarli darajada himoya qilishning imkonini bermaydi desak, adashmagan bo’lamiz. ko’plab xorijiy davlatlarda, xususan, koreya respublikasi, yaponiya va boshqa shu kabi bir qator davlatlarning metropoliten bekatlarida maxsus oynalar yo’lovchilar va poyezdlarni bir-biridan xavfsiz masofada ushlab turish imkonini beradi. shundan kelib chiqqan holda, transport vazirligi va “toshkent metropoliteni” duk tomonidan toshkent metropoliteni stansiyalarining bekatlarida yo’lovchilar va poyezdlarni bir-biridan xavfsiz masofada ushlab turuvchi maxsus oynalar o’rnatilishini taklif qilamiz. besh yuz yetmish besh",5
"hozirda mamlakatimizda taʼlim sohasiga alohida eʼtibor berilib, yoshlarimizning sifatli taʼlim olishi uchun keng ko’lamli islohotlar amalga oshirilib kelinmoqda. bugungi kunda o’zbekistonda turli bosqichlarga ega bo’lgan taʼlim tizimi yo’lga qo’yilgan bo’lib, ushbu tizimda umumiy o’rta taʼlim bosqichi muhim ahamiyat kasb etadi. umumiy o’rta taʼlim bosqichi butun taʼlim tizimining asosini tashkil etadi. yurtboshimiz sh. mirziyoyev taʼbiri bilan aytganda “taʼlim va tarbiyaning asosi, poydevori bu – maktab. maktabni maktab qiladigan kuch esa o’qituvchilardir”. shu o’rinda, umumtaʼlim maktablaridagi o’qituvchilarimiz faoliyati bilan bog’liq bir masalaga to’xtalmoqchiman. barchamizga maʼlumki, umumtaʼlim maktablarida hattoki baʼzi oliy yoki birinchi toifali o’qituvchilarimiz ham o’z sohalarining qanchalik yetuk va kuchli mutaxassislari bo’lishmasin, o’z bilimlarini o’quvchilarga yetkazishda va o’rgatishda qiyinchiliklarga duch kelishadi. aksariyat holatlarda hech qanday toifaga ega bo’lmagan oddiy o’qituvchilar o’quvchilarga bilim berishda oliy yoki birinchi toifali o’qituvchilardan ham yaxshiroq natijalarni qayd etishi mumkin. shundan kelib chiqib, umumtaʼlim maktablari o’qituvchilariga malaka toifalari berilishida ular o’qitayotgan o’quvchilarning o’zlashtirish ko’rsatkichlarini ham inobatga olish kerak, deb hisoblayman. yuqoridagilarni inobatga olgan holda, xalq taʼlimi vazirligi umumtaʼlim maktablaridagi o’qituvchilarga malaka toifalarini berishda nafaqat attestatsiya natijalarini, balki o’quvchilarning o’zlashtirgan bilim ko’rsatkichlarini ham inobatga olishini hamda ushbu tartibni joriy qilish maqsadida tegishli normativ-huquqiy hujjatlarga o’zgartish va qo’shimchalar kiritilishini taklif qilamiz. olti yuz to‘qson to‘qqiz",7
"so’nggi yillarda mamlakatimizda aholiga qulay shart-sharoitlar yaratish maqsadida ko’plab ishlar amalga oshirilib kelinmoqda. shaharlarimizning insonlar uchun qulaylik darajasini oshirish maqsadida zamonaviy qurilish loyihalari asosida ko’plab binolar, bog’lar, dam olish maskanlari va boshqa turdagi inshootlar qurilmoqda. biroq, bugungi kunda shaharlarimizda jamoat xojatxonalarini qurish muammosi hanuzgacha dolzarb muammo sifatida saqlanib qolmoqda. masalan, shaharda maʼlum bir yumush bilan yurganda yoki shahar aylangani chiqqanda deyarli birorta ham jamoat xojatxonasiga duch kelmaysiz. bu holat shahar aholisi va chet ellik mehmonlar uchun noqulayliklarni tug’dirmoqda. yurtimizga tashrif buyuruvchi chet ellik mehmonlar jamoat xojatxonalarining mavjud emasligini o’zbekistonning turizm sohasidagi kamchiliklaridan biri sifatida eʼtirof etishmoqda. zamonaviy shahar qurish loyihalariga nazar tashlaydigan bo’lsak, jamoat xojatxonalarini qurish shahar aholisiga qo’shimcha qulayliklar yaratish vositasi hamda qurilish loyihalarining ajralmas qismi hisoblanishini ko’rishimiz mumkin. masalan, yevropaning deyarli barcha davlatlarida va boshqa aksariyat rivojlanib borayotgan davlatlarning shaharlarida jamoaviy xojatxonalar tizimi samarali yo’lga qo’yilgan. mamlakatimiz shaharlarida zamonaviy jamoat xojatxonalarini qurish orqali ham aholiga, ham chet ellik mehmonlarga qulayliklar yaratilgan bo’lar edi. taʼkidlash joizki, jamoat xojatxonalarini tashkil etish zamonaviy shahar qurilishi loyihalarining asosiy talabi hamda insonlarning kundalik ehtiyoji uchun muhim bo’lgan vosita hisoblanadi. yuqoridagilarni inobatga olgan holda, respublikamizning barcha shaharlarida jamoat xojatxonalarini tashkil etishni taklif qilamiz. bir ming  o‘n to‘qqiz",8
"maʼlumki, bugungi kunda mamlakatimizda ko’p kvartirali uylar va turli ijtimoiy soha obʼektlarining soni tobora ortib bormoqda. biroq yangi qurilish loyihalarini amalga oshirishda quruvchi tashkilotlar tomonidan ko’plab kamchiliklarga yo’l qo’yilmoqda. xususan, ko’p kvartirali uylar, ijtimoiy soha obʼektlari (bozorlar, savdo markazlari, istirohat bog’lari, sanʼat va madaniyat muassasalari va boshqalar)ning qurilish loyihalarida avtomobil transporti turargohi nazardan chetda qolib ketmoqda. bu holat, o’z navbatida, qurilish loyihalarining sifati, qulayligi va xavfsizlik darajasiga salbiy taʼsir ko’rsatmoqda. bunga asosiy sabab sifatida o’zbekiston respublikasining amaldagi qonunchilik hujjatlarida qurilish loyihalarini amalga oshirishda avtomobil transporti turargohlarini qurish majburiyligini nazarda tutuvchi normalar yetarli darajada belgilanmaganligini keltirish mumkin. mavjud holat aholiga noqulayliklarni tug’dirib, yurtimizning turistik jozibadorligiga ham salbiy taʼsir ko’rsatmoqda. shuningdek, bir uyda istiqomat qilayotgan fuqarolar o’rtasida avtomobil transporti turargohiga egalik qilish bo’yicha nizoli holatlarning kelib chiqishiga sabab bo’lmoqda. yuqoridagilarni inobatga olgan holda, o’zbekiston respublikasi oliy majlisi qonunchilik palatasi deputatlari tomonidan qurilish loyihalarini amalga oshirishda avtomobil transporti turargohlarini qurish majburiyligini belgilashni nazarda tutuvchi qonun loyihasi ishlab chiqilishini taklif etamiz. sakkiz yuz to‘qson ikki",8
"buvayda tumani fuqarolari va tumanga tashrif buyuruvchi mehmonlar tuman markaziga biror bir ish bilan avtotransport vositasida kelsa, transport vositasi to’xtab turishi uchun hech qanday maxsus ajratilgan joy mavjud emas. ammo kiyim-kechak bozoriga, ko’kat bozoriga yoki markazdagi do’konlarga kirish uchun avtotransport vositasini yo’l chetida (“to’xtash taqiqlangan” belgisi bor bo’lsa ham) qoldirishga majbur bo’lmoqdamiz. natijada esa ruxsat etilmagan joyga avtotransport vositasini qoldirganligimiz uchun jarima to’lamoqdamiz. yuqoridagilardan kelib chiqib, tumanimiz markazidagi “madaniyat saroyi” oldidagi joyning bir qismiga zamonaviy ko’p qavatli avtoturargoh qurishni taklif etamiz. taklifning amalga oshirilishi tuman aholisiga qulayliklar yaratilishi, yo’llardagi tirbandlikning kamayishi va ortiqcha jarimalarni to’lash kabi holatlarga ijobiy yechim bo’lgan bo’lar edi. yuqoridagilarni inobatga olgan holda, farg’ona viloyati buvayda tumani markazida zamonaviy avtoturargoh qurishni taklif qilamiz. bir ming  bir yuz yigirma yetti",5
"bugungi kunda ro’y berayotgan globallashuv jarayonida farzandlarimizda insoniylik, shukronalik, sabr-qanoat kabi fazilatlarni shakllantiruvchi multfilm va kinofilmlarni ko’paytirish kerak. globallashuv jarayoni nafaqat ommaviy madaniyat, qolaversa, insoniy qadriyatlarni ham o’zida mujassam etadi. hozirgi kunda aksariyat telekanallar orqali efirga uzatilayotgan multfilmlardagi ayrim qahramonlar va ularning qilayotgan ishlari, o’zaro muloqotlari bizning milliy maʼnaviyatimiz, anʼana va qadriyatlarimiz hamda ulug’vor maqsadlarimizga mutlaqo mos kelmaydi. shu sababli, yoshlarning dunyoqarashiga ijobiy taʼsir etuvchi multfilm va kinofilmlarni efirga uzatish (aqlvoy va bolajon telekanallari orqali), milliy mentalitetimiz va asriy qadriyatlarimizga mos bo’lgan yangi milliy filmlarni yaratish maqsadga muvofiq. yuqoridagilarni inobatga olgan holda, yoshlarni milliy madaniyatimiz va qadriyatlarimiz ruhida tarbiyalay oladigan multfilm va kinofilmlarni yaratishni taklif qilamiz. to‘qqiz yuz sakson ikki",7
"bugungi kunda ikkilamchi avtokreditlarni ajratishni soddalashtirish kerak. maʼlumki, banklar orqali avtokreditlar fuqarolarga o’zbekiston respublikasining “isteʼmol krediti to’g’risida”gi qonuni asosida ajratiladi. biroq qonunga muvofiq, agar fuqaro bank orqali ikkilamchi bozordan kreditga avtomashina xarid qiladigan bo’lsa, bank tarafidan kredit mablag’i to’g’ridan-to’g’ri avtomashina sotuvchisining hisob raqamiga o’tkazilib berilmaydi. chunki qonunning o‘n beshinchi moddasi ikkinchi qismida quyidagi norma belgilangan “moliyaviy isteʼmol krediti berish o’zbekiston respublikasida ishlab chiqarilgan isteʼmol tovarlarini (xizmatlarni) ishlab chiqaruvchi korxona yoki realizatsiya qiluvchi tashkilotning bankdagi hisobvarag’iga bank yoxud boshqa kredit tashkiloti tomonidan pul mablag’lari o’tkazish yo’li bilan amalga oshiriladi”. yaʼni, ushbu moddaga ko’ra, isteʼmol krediti obʼekti hisoblangan tovarlar (avtomashina) uchun kredit ko’rinishidagi to’lovlarni jismoniy shaxslarning hisob raqamiga o’tkazish belgilanmagan. avtomashina egasi realizatsiya qiluvchi tashkilot orqaligina (vositachi) kredit mablag’ini qabul qilishi mumkin. masalan, avtokredit ajratilganidan keyin kredit mablag’i to’g’ridan-to’g’ri avtomashina egasining hisobvarag’iga o’tkazilmasdan, oldin realizatsiya qiluvchi (yoki vositachi) tashkilot hisobvarag’iga o’tkazilib, keyin u orqali avtomashina eski egasining hisob raqamiga o’tkaziladi. tabiiyki, vositachi tashkilot ko’rsatgan vositachilik xizmati uchun o’zining vositachilik haqini undiradi. natijada, realizatsiya qiluvchi tashkilot bilan fuqarolar va bankning shartnomalar imzolashi, pulni o’tkazish operatsiyalari fuqarolar uchun ortiqcha xarajat va qog’ozbozlikka sabab bo’lmoqda. bundan tashqari, vositachilik haqi avtomashinaning asl bozor qiymatiga taʼsir ko’rsatib, kredit oluvchi uchun kredit yukining ortishiga olib kelmoqda. ikkilamchi avtokredit xizmatlarini ko’rsatishda bank va fuqarolar o’rtasida hech qanday vositachilarga ehtiyoj yo’q deb hisoblaymiz. yuqoridagilarni inobatga olgan holda, “isteʼmol krediti to’g’risida”gi qonunning o‘n beshinchi moddasi ikkinchi qismiga “ikkilamchi bozordan avtomashina xarid qilinganida kredit mablag’ini to’g’ridan-to’g’ri sotuvchi (jismoniy shaxs)ning bank plastik kartasiga o’tkazib berilishi”ni nazarda tutuvchi o’zgartish va qo’shimchalar kiritilishini taklif qilamiz. bir ming  uch yuz to‘qson besh",1
"bugungi kunda “103” raqami orqali tez tibbiy yordam xodimlariga murojaatlar soni ortib, shu bilan birga, yolg’on chaqiruvlar va ularga xizmat vaqtida tan jarohatlari yetkazish holatlari ko’payib bormoqda. bularni ijtimoiy tarmoqlar orqali tez tibbiy yordam xodimlariga nisbatan bepisandlik bilan muomalada bo’lish, ularning ishiga to’sqinlik qilish, yolg’on chaqiruvlar asosida ularni ovora qilish holatlarini o’zida ifoda etgan lavhalarning tarqalishi misolida ko’p bor kuzatmoqdamiz. amaldagi qonunchilikda mazkur holatlarga nisbatan huquqiy javobgarlik nazarda tutilmaganligi ushbu holatlarning yuzaga kelishiga sabab bo’lmoqda. yuqoridagilarni inobatga olgan holda, o’zbekiston respublikasining maʼmuriy javobgarlik to’g’risidagi kodeksiga “tez tibbiy yordamning ishiga turli yo’llar bilan to’sqinlik qilganlik va yolg’on chaqiruv (bir necha marotaba aniqlangan dalillar asosida) holatlariga nisbatan maʼmuriy javobgarlik”ni belgilashni nazarda tutuvchi o’zgartish va qo’shimchalarni kiritish maqsadga muvofiq. o‘n bir ming  ikki yuz yigirma olti",3
"yo’l harakati xavfsizligini taʼminlash jarayonida, avvalo, bolalarning xavfsizligini taʼminlashimiz kerak. ko’p hollarda kuzatamizki, maktabgacha taʼlim muassasalari va maktablar yo’llarning chetiga qurilgan. aksariyat maktablar esa katta avtomagistral yo’llarda ham joylashgan. ehtimol, yo’llar bo’yida maktab va bog’chalar qurishni bas qilarmiz. agar imkoni bo’lsa, yo’llarning bo’yidagi shunday muassasalarni ko’chalarning ichkarisiga ko’chirish kerak. har qancha tezlikni cheklamaylik, qoidaga rioya qilmaydigan haydovchilar topilaveradi. bolalarimiz xavfsizligini taʼminlash maqsadida bundan buyon maktabgacha taʼlim muassasalari va maktablarni yo’llarning bo’yida qurmaslik hamda yo’llarning chetida joylashganlarini ko’chalarning ichiga ko’chirish bo’yicha zarur chora-tadbirlar ko’rilishini taklif qilamiz. bir ming  qirq to‘rt",7
"bugungi kunda kunduzgi taʼlim shaklida tahsil olayotgan talabalar uchun o‘n to‘rt foiz miqdorda imtiyozli taʼlim kreditlari ajratilishi belgilangan. ammo sirtqi yoki kechki taʼlim shaklida tahsil olayotgan talabalarga esa imtiyozli taʼlim krediti taqdim etilishi normativ-huquqiy hujjatlarda nazarda tutilmagan. shu sababli, sirtqi yoki kechki taʼlim shaklida tahsil olayotgan talabalar va ularning ota-onalariga qo’shimcha imkoniyatlar yaratish maqsadida sirtqi yoki kechki taʼlim shaklida tahsil olayotgan talabalarga ham imtiyozli taʼlim kreditini taqdim etish tartibini amaliyotga kiritish maqsadga muvofiq. yuqoridagilarni inobatga olgan holda, sirtqi yoki kechki taʼlim shaklida tahsil olayotgan talabalarga ham imtiyozli taʼlim kreditini taqdim etish tartibini ishlab chiqishni taklif qilamiz. bir ming  besh yuz qirq besh",7
"assalomu alaykum! murojaatim shundan iboratki, hozirda fuqarolar uchun bankomatlar orqali plastik kartadan naqd pul mablag’larini yechish bo’yicha qulayliklar yaratilmoqda. lekin har bir xodimning, davlat xizmatchisining yoki mehnat faoliyati bilan shug’ullanayotgan boshqa shaxslarning oylik maoshi hisob-kitobida daromad solig’i, jamg’arib boriladigan pensiya daftarchasi hisob varag’i badali va kasaba uyushmasiga aʼzolik badali ushlab qolinadi. ishchiga barcha soliq va badallar ushlab qolingan summa oylik maosh sifatida beriladi. bugungi kunga kelib, o’zbekiston respublikasida aksariyat ish beruvchilar o’z ishchilariga oylik maoshni to’lig’icha plastik karta orqali elektron shaklda berib kelmoqda. mamlakatimizda oldingi yillarga nisbatan elektron tijorat va elektron pul o’tkazmalari ancha rivojlanganligiga qaramasdan, kundalik turmushimizda naqd pulga bo’lgan katta ehtiyoj saqlanib qolmoqda. o’ylab ko’rsak, bir ishchining oylik maoshidan soliqlar va badallar ushlab qolinishi bilan bir qatorda, o’sha oylikni naqd pul ko’rinishida yechib olganlik uchun bankomatlar tomonidan ham bir foizlik to’lov ushlab qolinishi har qanday kishini o’yga toldirmay qolmaydi. yuqoridagilarni inobatga olgan holda, bankomatlardan plastik karta orqali naqd pul mablag’lari yechib olinganda ushlab qolinadigan foiz stavkasini pasaytirishni taklif qilamiz. bir ming  sakkiz yuz to‘qson sakkiz",1
"bugungi kunda mamlakatimizda barcha sohalarda yoshlar uchun ko’plab qulayliklar va imkoniyatlar yaratilib berilmoqda. maʼlumki, o’zbekiston respublikasida oliy taʼlim muassasasini davlat granti asosida tamomlagan talabalarning oliy maʼlumot to’g’risidagi diplomining asl nusxasi uch yil muddat davomida taʼlim muassasasida saqlanadi. nima sababdan davlat granti asosida oliy taʼlimni tamomlagan talabaning diplomi oliy taʼlim muassasasida maʼlum bir muddat saqlanishi kerak degan savol tug’ilishi tabiiy?! aksariyat hollarda, oliy taʼlimni davlat granti asosida tamomlayotgan bitiruvchilar oliy taʼlim muassasasi tomonidan ish joyi bilan taʼminlanayotgani yo’q. bugungi kunda davlat granti asosida oliy taʼlimni tamomlayotgan bitiruvchiga diplom asl nusxasining taqdim etilmasligi, o’z navbatida, yosh kadr uchun munosib ish o’rnini topish bilan bog’liq jiddiy muammolarni yuzaga keltirmoqda. qisqa qilib aytganda, davlat granti asosida oliy taʼlimni tamomlayotgan bitiruvchiga oliy maʼlumot to’g’risidagi diplomning asl nusxasini berish bo’yicha amaldagi mexanizm o’z samaradorligini ko’rsata olgani yo’q. yuqoridagilarni inobatga olgan holda, davlat granti asosida oliy taʼlim muassasasini tamomlayotgan bitiruvchiga oliy maʼlumot to’g’risidagi diplomning asl nusxasini oliy taʼlim muassasasida saqlash amaliyotini bekor qilishni taklif qilamiz. bir ming  bir yuz oltmish yetti",7
"toshkent shahri va toshkent viloyati qibray tumanini bog’lovchi chorraha – toshkent avtomobil halqa yo’li va universitet (toshkent davlat agrar universiteti joylashgan) ko’chalari kesishmasida juda katta tirbandlik yuzaga kelmoqda. tirbandlik kundan-kunga ortishi natijasida kun davomida haydovchilar o’rtasida tortishuvlar yuzaga kelmoqda. ertalab ishga borish va kelishda soatlab tirbandlikda turishga to’g’ri kelmoqda. aytish kerakki, haydovchilarga qulaylik yaratish va harakat xavfsizligini taʼminlash maqsadida tirbandliklarni oldini olish bugungi kunning eng dolzarb masalalaridan biriga aylanib ulgurgan. yuqoridagilarni inobatga olgan holda, toshkent shahri va toshkent viloyati qibray tumanini bog’lovchi chorraha – toshkent avtomobil halqa yo’li va universitet ko’chalari kesishmasida yo’l o’tkazgich (most) qurishni taklif qilamiz. bir ming  uch yuz ellik",5
